the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,BenchID,Category,BenchType,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,FEMAFldz,FEMAFldT,HrcEvac
POINT (-74.01071154939717 40.71367574360209),1,Manhattan,101,1,66,26,10,1839,336,General,backed,03/11/2013,30 West Broadway,30 West Broadway,"Park Place, Greenwich Street & West Broadway",Greenwich Street &West Broadway,Manhattan,101,Not Applicable,Not Applicable,40.713684,-74.010713,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.93520356643504 40.846533715020065),1,Manhattan,112,10,72,31,13,2762,1839,Municipal Facilities,backed,12/04/2014,586 W 177th Street,586 W 177th Street,W 177th Street,Saint Nicholas Avenue and Audubon Avenue,Manhattan,112,Not Applicable,Not Applicable,40.846542,-73.935205,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99886555350295 40.71937474194812),1,Manhattan,102,1,65,26,10,3083,1925,General,backed,06/05/2015,215 Centre Street,215 Centre Street,Centre Street,Howard Street & Grand Street,Manhattan,102,Not Applicable,Chinatown,40.719383,-73.998867,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.94214156424005 40.831218718016515),1,Manhattan,112,7,71,30,13,3368,1942,Municipal Facilities,backless,05/21/2016,475 W 155th Street,475 W 155th Street,W 155th Street,Amsterdam Avenue & St. Nicholas Avenue,Manhattan,112,Not Applicable,Not Applicable,40.831227,-73.942143,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01166569284828 40.71386777027654),1,Manhattan,101,1,66,26,10,1942,706,BID,backed,06/13/2013,230 Greenwich Street,230 Greenwich Street,Greenwich Street & Barclay Street,Greenwich Street & Washington Street,Manhattan,101,Not Applicable,Alliance for Downtown New York,40.7138677703,-74.0116656928,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.93840556480296 40.84629071535887),1,Manhattan,112,10,72,31,13,3337,9010,Plaza,backless,12/01/2015,4140 Broadway,4140 Broadway,W. 175th Street,W. 175th Street & W. 176th Street,Manhattan,112,Not Applicable,Not Applicable,40.846299,-73.938407,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96369256256442 40.7586357329264),1,Manhattan,106,5,73,28,12,3093,0,General,,,357 East 57th Street,357 East 57th Street,East 57th Street,1st Avenue & 2nd Avenue,Manhattan,106,M57,Not Applicable,40.758644,-73.963694,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94009156690984 40.80072172375831),1,Manhattan,111,9,68,30,13,1226,241,General,backed,10/10/2012,1940 Lexington Avenue,1940 Lexington Avenue,Lexington Avenue,East 119th and 120th Streets,Manhattan,111,Not Applicable,Not Applicable,40.80073,-73.940093,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9339205666204 40.84938471469032),1,Manhattan,112,10,72,31,13,3635,2449,Senior Safety,backless,03/25/2017,600 W. 181st Street,600 W. 181st Street,W. 181st Street,St. Nicholas Avenue & Wadsworth Avenue,Manhattan,112,BX11,Washington Heights,40.849393,-73.933922,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95140592482888 40.80986372749025),1,Manhattan,110,9,70,30,13,1187,285,BID,backed,01/16/2013,2319 Frederick Douglass Boulevard,2319 Frederick Douglass Boulevard,Federick Douglass Boulevard,Between 125th & 124th Street,Manhattan,110,Not Applicable,125th Street,40.8098637275,-73.9514059248,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95933356245318 40.76921173088031),1,Manhattan,108,4,76,28,12,3855,33,General,backed 2,07/05/2017,259 E 72nd Street,1391 2nd Avenue,2nd Avenue,2nd Avenue & 3rd Avenue,Manhattan,108,Not Applicable,Not Applicable,40.76922,-73.959335,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95870456241067 40.78098172899297),1,Manhattan,108,4,73,28,12,1884,572,General,backed,07/22/2013,1175 Madison Avenue,1175 Madison Avenue,Madison Avenue,East 86th Street and East 87th Street,Manhattan,108,Not Applicable,Not Applicable,40.78099,-73.958706,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.0003345525322 40.727647740335186),1,Manhattan,102,3,66,26,10,4110,0,General,backless,12/20/2018,169 Thompson Street,169 Thompson Street,Thompson Street,W Houston Street & Bleeker Street,Manhattan,102,Not Applicable,Not Applicable,40.727656,-74.000336,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94960956577215 40.784817727777316),1,Manhattan,108,5,68,28,12,2857,1452,Municipal Facilities,backed,12/09/2014,1700 3rd Avenue,1700 3rd Avenue,3rd Avenue,East 95th Street & East 96th Street,Manhattan,108,Not Applicable,Not Applicable,40.784826,-73.949611,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97747855878882 40.746580735698544),1,Manhattan,106,4,73,28,12,2144,1072,General,backed,10/07/2013,529 Third Avenue,529 Third Avenue,3rd Avenue,East 35th and 36th Streets,Manhattan,106,Not Applicable,Not Applicable,40.746589,-73.97748,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93667282097594 40.80407069742589),1,Manhattan,111,9,68,30,13,1221,75,General,backed,10/09/2012,167 East 125th Street,167 East 125th Street,East 125th Street,Lexington and 3rd Avenues,Manhattan,111,Not Applicable,Not Applicable,40.8040706974,-73.936672821,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.97719855662253 40.784702728209915),1,Manhattan,107,6,67,29,10,2552,1349,Municipal Facilities,backed,06/26/2014,444 Amsterdam Avenue,444 Amsterdam Avenue,Amsterdam Avenue,West 81st Street & West 82nd Street,Manhattan,107,Not Applicable,Not Applicable,40.784711,-73.9772,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99991555372432 40.713184743268),1,Manhattan,103,1,65,26,7,3142,2006,General,backless,09/09/2015,180 Park Row,180 Park Row,Park Row,Worth & Pearl Street,Manhattan,103,M103,Not Applicable,40.713193,-73.999917,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95661056168379 40.813760722281174),1,Manhattan,109,7,69,30,13,2400,810,General,backed,03/28/2014,518 West 125 Street,518 West 125 Street,125th Street,Amsterdam and Old Broadway,Manhattan,109,Not Applicable,Not Applicable,40.813769,-73.956612,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94502256693956 40.787104726819805),1,Manhattan,111,8,68,29,13,3843,191,General,backless 2,07/05/2017,1955 2nd Avenue,1955 2nd Avenue,2nd Avenue,E 102nd & E 101st Street,Manhattan,111,Not Applicable,Not Applicable,40.787113,-73.945024,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91910057003365 40.8620417110116),1,Manhattan,112,10,72,31,13,3112,3112,General,backed,09/12/2015,431 West 204th Street,3815 10th Avenue,10th Avenue,9th Avenue & 10th Avenue,Manhattan,112,Not Applicable,Not Applicable,40.86205,-73.919102,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.94893656418515 40.8109197221864),1,Manhattan,110,9,70,30,13,2791,1637,Municipal Facilities,backed,12/05/2014,250 W 127th Street,250 W 127th Street,West 127th Street,Frederick Douglass Boulevard & Adam Clayton Powell Boulevard,Manhattan,110,Not Applicable,Not Applicable,40.810928,-73.948938,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.99388855348778 40.74652273686248),1,Manhattan,105,3,75,27,12,1582,574,General,backless,06/13/2013,298 7th Avenue,298 7th Avenue,7th Avenue,26th & 27th Street,Manhattan,105,Not Applicable,Not Applicable,40.746531,-73.99389,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95908056293291 40.763554732464144),1,Manhattan,108,5,76,28,12,3900,334,Senior Safety,backed 2,11/14/2017,1208 1st Avenue,1208 1st Avenue,1st Avenue,E 65th Street & E 66th Street,Manhattan,108,Not Applicable,Not Applicable,40.763563,-73.959082,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96152656300517 40.75943373270519),1,Manhattan,108,5,73,28,12,3901,400,Senior Safety,backed 2,01/02/2018,407 E 59th Street,1086 1st Avenue,1st Avenue,1st Avenue & Sutton Place,Manhattan,108,Not Applicable,Not Applicable,40.759442,-73.961528,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94671456551794 40.802461724022685),1,Manhattan,110,9,70,30,13,3327,2057,Municipal Facilities,backed,05/21/2016,34 W. 118th Street,34 W. 118th Street,118th Street,Lenox Avenue & 5th Avenue,Manhattan,110,Not Applicable,Not Applicable,40.80247,-73.946716,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.96798955851361 40.79305272637158),1,Manhattan,107,7,69,30,10,3986,358,General,backless 2,01/09/2018,103 W 96th Street,103 W 96th Street,W 96th Street,Columbus Avenue & Amsterdam Avenue,Manhattan,107,M96,Columbus/Amsterdam,40.793061,-73.967991,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93846013038576 40.8048017618798),1,Manhattan,111,8,68,30,13,1248,69,General,backless,10/10/2012,108 East 125th Street,108 East 125th Street,East 125th Street,Park and Lexington Avenues,Manhattan,111,M100,Not Applicable,40.8048017619,-73.9384601304,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94933656354506 40.80756072330232),1,Manhattan,110,9,70,30,13,3559,2205,Bus Route,backless,02/10/2017,2059 Adam Clayton Powell Jr. Blvd,2059 Adam Clayton Powell Jr. Blvd,Adam Clayton Powell Jr Blvd,W 123rd Street & W 122nd Street,Manhattan,111,M02,Not Applicable,40.807569,-73.949338,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9413555648806 40.83376571751622),1,Manhattan,112,7,71,30,13,3554,0,Bus Route,backless,02/14/2017,1989 Amsterdam Avenue,1989 Amsterdam Avenue,Amsterdam,W 158th Street & W 159th Street,Manhattan,112,M3,Not Applicable,40.833774,-73.941357,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98714855714361 40.72056774146989),1,Manhattan,103,1,65,26,12,2154,942,Community Health Centers,backed,09/20/2013,150 Essex Street,150 Essex Street,Essex Street,Stanton Street and Rivington Street,Manhattan,103,Not Applicable,Not Applicable,40.720576,-73.98715,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9768535562723 40.780813728828264),1,Manhattan,107,6,67,29,10,1831,476,General,backed,03/25/2013,100 West 77th Street,100 West 77th Street,Columbus Avenue,76th Street & 77th Street,Manhattan,107,Not Applicable,Columbus Avenue,40.780822,-73.976855,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95750056363784 40.761685732641396),1,Manhattan,108,5,76,28,12,3993,416,Municipal Facilities,backed 2,02/02/2018,1190 York Avenue,501 East 63rd Street,East 63rd Street,York Avenue & FDR Drive,Manhattan,108,Not Applicable,Not Applicable,40.761694,-73.957502,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.96568076228802 40.805551410597516),1,Manhattan,109,7,69,30,10,1873,2255,General,backed,07/22/2013,2882 Broadway,2882 Broadway,Broadway,West 112th & West 113th Street,Manhattan,109,Not Applicable,Not Applicable,40.8055514106,-73.9656807623,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99409141346507 40.7137446956968),1,Manhattan,103,1,65,26,7,2735,719,General,backless,07/25/2014,88 East Broadway,88 East Broadway,Division Street,Market & Forsyth Street,Manhattan,103,Not Applicable,Chinatown,40.7137446957,-73.9940914135,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99973555368027 40.717840742145995),1,Manhattan,101,1,65,26,7,3801,2303,Senior Safety,backed,08/04/2017,234 Canal Street,234 Canal Street,Centre Street,Centre Street & Baxter Street,Manhattan,101,Not Applicable,Chinatown,40.717849,-73.999737,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.95814856343556 40.76372773213555),1,Manhattan,108,5,76,28,12,2859,1477,Municipal Facilities,backed,12/09/2014,419 East 66th Street,419 East 66th Street,East 66th Street,1st Avenue & York Avenue,Manhattan,108,Not Applicable,Not Applicable,40.763736,-73.95815,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.949011565002 40.7971437248912),1,Manhattan,111,9,68,30,13,3902,298,General,backless,11/14/2017,1295 5th Avenue,35 E 110th Street,E 110th Street,E 110th Street & E 111th Street,Manhattan,111,M02,Not Applicable,40.797152,-73.949013,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-74.0065325510499 40.722717741905235),1,Manhattan,102,1,66,26,10,980,891,BID,backed,07/03/2012,431 Canal Street,431 Canal Street,Canal Street,Varick Street & Hudson Street,Manhattan,102,Not Applicable,Hudson Square Connection,40.722726,-74.006534,AE,,2
POINT (-73.94749756275672 40.83045071831137),1,Manhattan,109,7,71,30,13,1858,853,Senior Center,backless,04/09/2013,3664 Broadway,3664 Broadway,Broadway,151st & 152nd Streets,Manhattan,109,M04,Not Applicable,40.830459,-73.947499,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99569555146522 40.75929173388919),1,Manhattan,104,3,75,27,10,4180,562,General,backed 2,04/11/2019,566 10th Avenue,566 10th Avenue,10th Avenue,West 41st Street & West 42nd Street,Manhattan,104,Not Applicable,Hudson Yards/Hell&#39;s Kitchen,40.7593,-73.995697,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95473756348514 40.77914072861994),1,Manhattan,108,5,73,28,12,4203,590,Bus Route,backed 2,11/20/2018,173 East 86th Street,173 East 86th Street,East 86th Street,Lexington Avenue & 3rd Avenue,Manhattan,108,M96,Not Applicable,40.779149,-73.954739,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01147354992288 40.714441743417474),1,Manhattan,101,1,66,26,10,1940,528,BID,backed 2,07/31/2018,255 Greenwich Street,255 Greenwich Street,Murray Street,Greenwhich Street & West Broadway,Manhattan,101,Not Applicable,Alliance for Downtown New York,40.71445,-74.011475,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-74.00530455243825 40.706644745119995),1,Manhattan,101,1,65,26,10,1014,898,BID,backed,07/09/2012,172 Water Street,172 Water Street,Water Street,Fletcher and John Streets,Manhattan,101,Not Applicable,Alliance for Downtown New York,40.706653,-74.005306,AE,,1
POINT (-73.93515243772529 40.796340698509255),1,Manhattan,111,8,68,29,13,3054,1147,General,backless,11/28/2014,2266 1st Avenue,2266 1st Avenue,1st Avenue,East 116th Street & East 117th Street,Manhattan,111,M15,Not Applicable,40.7963406985,-73.9351524377,AE,,3
POINT (-73.92919556668058 40.86440071164091),1,Manhattan,112,10,71,31,13,3088,1473,General,backed,09/12/2015,4712 Broadway,4712 Broadway,Broadway,Arden Street & Dongan Place,Manhattan,112,Not Applicable,Not Applicable,40.864409,-73.929197,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99232255436138 40.74023773767782),1,Manhattan,105,3,75,28,12,2550,1346,Municipal Facilities,backed,06/25/2014,40 West 20th Street,40 West 20th Street,West 23rd Street,5th Avenue & 6th Avenue,Manhattan,105,Not Applicable,Flatiron/23rd Street Partnership,40.740246,-73.992324,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97805255691485 40.77840072958649),1,Manhattan,107,6,67,29,10,3644,124,Senior Safety,backed 2,06/21/2017,289 Columbus Avenue,289 Columbus Avenue,Columbus Avenue,W. 74th Street & W. 73rd Street,Manhattan,107,Not Applicable,Columbus Avenue,40.778409,-73.978054,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93635156768846 40.821348720198955),1,Manhattan,110,9,71,30,13,3373,2053,Municipal Facilities,backed,06/03/2016,110 W 146th Street,110 W 146th Street,W 146th Street,Lenox Avenue & Adam Clayton Powell Jr Boulevard,Manhattan,110,Not Applicable,Not Applicable,40.821357,-73.936353,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.98922855546937 40.730440739921356),1,Manhattan,103,2,66,27,12,1140,567,Senior Center,backless,04/29/2013,39 Third Avenue,39 Third Avenue,3rd Avenue,9th & 10th Street,Manhattan,103,M102,Not Applicable,40.730449,-73.98923,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95274456322508 40.804427723771006),1,Manhattan,110,9,70,30,13,2340,961,General,backed,03/28/2014,143 St Nicholas Avenue,143 St Nicholas Avenue,St. Nicholas Avenue,W117th & W118th Street,Manhattan,110,Not Applicable,Not Applicable,40.804436,-73.952746,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94912956270882 40.82315571985595),1,Manhattan,109,7,71,30,13,2822,489,General,backed,11/13/2014,1652 Amsterdam Avenue,1652 Amsterdam Avenue,Amsterdam Avenue,West 141st Street & West 142nd Street,Manhattan,109,Not Applicable,Not Applicable,40.823164,-73.949131,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94512156426116 40.81500772178951),1,Manhattan,110,9,70,30,13,2790,1592,Municipal Facilities,backed,12/05/2014,222 West 134th Street,222 West 134th Street,West 134th Street,Frederick Douglass Boulevard & Adam Clayton Powell Boulevard,Manhattan,110,Not Applicable,Not Applicable,40.815016,-73.945123,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93840556480296 40.84629071535887),1,Manhattan,112,10,72,31,13,3337,9005,Plaza,backed,12/01/2015,4140 Broadway,4140 Broadway,W. 175th Street,W. 175th Street & W. 176th Street,Manhattan,112,Not Applicable,Not Applicable,40.846299,-73.938407,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99896355366431 40.71335274328063),1,Manhattan,103,1,65,26,7,3133,1743,General,backless,09/09/2015,225 Park Row,225 Park Row,Park Row,Oliver Street & Pearl Street,Manhattan,103,M103,Not Applicable,40.713361,-73.998965,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98607255639713 40.74004773784903),1,Manhattan,105,2,74,28,12,2210,1108,BID,backed,12/04/2013,100 E 23rd Street,100 E 23rd Street,E 23rd Street,Lexington Avenue and Park Avenue South,Manhattan,105,Not Applicable,Flatiron/23rd Street Partnership,40.740056,-73.986074,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-74.0052275491263 40.74620773729369),1,Manhattan,104,3,75,27,10,1393,392,General,backed,12/20/2012,180 10th Avenue,180 10th Avenue,10th Avenue,West 20th and 21st Streets,Manhattan,104,Not Applicable,Not Applicable,40.746216,-74.005229,AE,,2
POINT (-73.94934156588472 40.78114272855153),1,Manhattan,108,5,76,29,12,3829,194,General,backed 2,07/05/2017,1748 2nd Avenue,1748 2nd Avenue,2nd Avenue,E 92nd Street & E 91st Street,Manhattan,108,Not Applicable,Not Applicable,40.781151,-73.949343,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.96792855850826 40.79393672680855),1,Manhattan,107,7,69,30,10,2079,0,Plaza,,,125 W. 97th Street,125 W. 97th Street,97th Street,Amsterdam Avenue and Columbus Avenue,Manhattan,107,Not Applicable,Not Applicable,40.793945,-73.96793,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95672156369355 40.77102573050326),1,Manhattan,108,5,76,28,12,3835,144,General,backed 2,07/05/2017,1446 2nd Avenue,1446 2nd Avenue,2nd Avenue,E 76th Street & E 75th Street,Manhattan,108,Not Applicable,Not Applicable,40.771034,-73.956723,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01071154939717 40.71367574360209),1,Manhattan,101,1,66,26,10,1839,516,General,backed,03/11/2013,30 West Broadway,30 West Broadway,"Park Place, Greenwich Street & West Broadway",Greenwich Street &West Broadway,Manhattan,101,Not Applicable,Not Applicable,40.713684,-74.010713,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.94855656468785 40.79780272450928),1,Manhattan,110,9,68,30,13,2265,1383,Community Health Centers,backless,12/02/2013,1330 5th Avenue,1330 5th Avenue,5th Avenue,E111th & E112th Street,Manhattan,110,M01,Not Applicable,40.797811,-73.948558,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-74.00748655149106 40.70492374476891),1,Manhattan,101,1,65,26,10,2032,697,General,backless,08/08/2013,95 Wall Street,95 Wall Street,Gouverneur Street,Front Street and Water Street,Manhattan,101,Not Applicable,Alliance for Downtown New York,40.704932,-74.007488,AE,,1
POINT (-73.99589123250267 40.71652796139639),1,Manhattan,102,1,65,26,7,3804,405,Senior Safety,backed,12/28/2017,70 Bowery,70 Bowery,Bowery,Canal Street & Slip Lane,Manhattan,103,Not Applicable,Not Applicable,40.7165279614,-73.9958912325,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92052156990088 40.867891710410284),1,Manhattan,112,10,72,31,13,1923,803,General,backless,07/19/2013,4953 Broadway,4953 Broadway,Broadway,Isham Street & West 207th Street,Manhattan,112,Not Applicable,Not Applicable,40.8679,-73.920523,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93840556480296 40.84629071535887),1,Manhattan,112,10,72,31,13,3337,9014,Plaza,backless,12/01/2015,4140 Broadway,4140 Broadway,W. 175th Street,W. 175th Street & W. 176th Street,Manhattan,112,Not Applicable,Not Applicable,40.846299,-73.938407,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95277256478862 40.775758729854),1,Manhattan,108,5,76,28,12,3832,65,General,backed 2,07/05/2017,303 E 83rd Street,1610 2nd Ave,2nd Avenue,2nd Avenue & 1st Avenue,Manhattan,108,Not Applicable,Not Applicable,40.775767,-73.952774,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9883005576172 40.714202742329114),1,Manhattan,103,1,65,26,7,3331,2377,Municipal Facilities,backed,06/02/2016,197 East Broadway,197 East Broadway,E Broadway,Jefferson Street & Clinton Street,Manhattan,103,Not Applicable,Not Applicable,40.714211,-73.988302,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9817185576156 40.74943873540296),1,Manhattan,106,4,73,28,12,435,522,General,backless,04/09/2013,227 Madison Avenue,227 Madison Avenue,Madison Avenue,E36th & E37th Street,Manhattan,106,M1,Not Applicable,40.749447,-73.98172,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00738054975517 40.7268537408616),1,Manhattan,102,3,66,27,10,3045,1945,Municipal Facilities,backless,04/16/2016,330 Hudson Street,330 Hudson Street,Hudson Street,Vandam Street and Charlton Street,Manhattan,102,M20,Hudson Square Connection,40.726862,-74.007382,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.93534256921036 40.79610272483933),1,Manhattan,111,8,68,29,13,1236,1432,General,backed,10/11/2012,2261 First Avenue,2261 First Avenue,E 116th Street,E 116th Street and E 117th Street,Manhattan,111,Not Applicable,Not Applicable,40.796111,-73.935344,AE,,3
POINT (-73.97524255712725 40.78228672928),1,Manhattan,107,6,67,29,10,1823,1162,BID,backed,12/03/2013,408 Columbus Avenue,408 Columbus Avenue,Columbus Avenue,W79th & W80th Street,Manhattan,107,Not Applicable,Columbus Avenue,40.782295,-73.975244,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99351155457592 40.72929174009112),1,Manhattan,102,1,66,27,12,3046,1527,Municipal Facilities,backless,04/16/2015,721 Broadway,721 Broadway,Broadway,Waverley Street and Washington Street,Manhattan,102,M5,NOHO NY,40.7293,-73.993513,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93896956729841 40.7993377241031),1,Manhattan,111,8,68,30,13,1228,233,General,backless,10/05/2012,2167 3rd Avenue,2167 3rd Avenue,3rd Avenue,East 118th and 119th Streets,Manhattan,111,M101,Not Applicable,40.799346,-73.938971,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-74.00751755010641 40.726000741113936),1,Manhattan,102,3,66,27,10,982,2278,BID,backed,07/03/2012,304 Hudson Street,304 Hudson Street,Hudson Street,Vandam and Spring Streets,Manhattan,102,Not Applicable,Hudson Square Connection,40.726009,-74.007519,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-74.00596055139411 40.70616374450939),1,Manhattan,101,1,65,26,10,1012,1712,BID,backless,07/09/2012,155 Water Street,155 Water Street,Water Street,Maiden Lane and Fletcher Street,Manhattan,101,M15,Alliance for Downtown New York,40.706172,-74.005962,AE,,1
POINT (-74.00605742697854 40.724150071156906),1,Manhattan,102,3,66,26,10,2687,639,BID,backless,12/12/2014,104 Varick Street,104 Varick Street,Varick Street,Watts Street & Broome Street,Manhattan,102,Not Applicable,Hudson Square Connection,40.7241500712,-74.006057427,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.98953355518024 40.74008073787326),1,Manhattan,105,2,75,28,12,2175,805,BID,backless,07/24/2013,925 Broadway,925 Broadway,Broadway,E21st & E22nd Street,Manhattan,105,Not Applicable,Flatiron/23rd Street Partnership,40.740089,-73.989535,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99356555196721 40.76221973326191),1,Manhattan,104,3,75,27,10,1556,120,General,backed,05/20/2013,654 10th Avenue,654 10th Avenue,10th Avenue,46th and 47th Streets,Manhattan,104,Not Applicable,Not Applicable,40.762228,-73.993567,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97092955728016 40.79427272670907),1,Manhattan,107,6,69,30,10,1777,400,General,backless,02/06/2013,214 West 96th Street,214 West 96th Street,West 96th Street,Broadway & Amsterdam Avenue,Manhattan,107,M96,Not Applicable,40.794281,-73.970931,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95678856169665 40.81263872258874),1,Manhattan,109,7,69,30,13,3017,1719,Municipal Facilities,backless,12/16/2014,1315 Amsterdam Avenue,1315 Amsterdam Avenue,Amsterdam Avenue,LaSalle Street & West 125th Street,Manhattan,109,M11,Not Applicable,40.812647,-73.95679,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98381655761959 40.72962773975436),1,Manhattan,103,2,66,27,12,3334,2012,Municipal Facilities,backed,06/02/2016,185 1st Avenue,185 1st Avenue,1st Avenue,E 11th Street & E 12th Street,Manhattan,103,Not Applicable,Not Applicable,40.729636,-73.983818,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94309556638183 40.79370772511088),1,Manhattan,111,8,68,29,13,1261,226,General,backed,10/01/2012,1989 Third Avenue,1989 Third Avenue,3rd Avenue,East 109th and 110th Streets,Manhattan,111,Not Applicable,Not Applicable,40.793716,-73.943097,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.93891768557802 40.82183849312542),1,Manhattan,110,9,71,30,13,2263,2004,Community Health Centers,backless,12/06/2013,2505 Adam Clayton Powell Jr. Boulevard,2505 Adam Clayton Powell Jr. Boulevard,Adam Clayton Powell Junior Boulevard,W145th Street & W146th Street,Manhattan,110,M02,Not Applicable,40.8218384931,-73.9389176856,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.96446855902632 40.79989672553583),1,Manhattan,107,7,69,30,13,2496,0,Health Care Facilities,backless,06/04/2014,120 W 106th Street,120 W 106th Street,106th Street,Amsterdam Avenue & Columbus Avenue,Manhattan,107,Not Applicable,Columbus/Amsterdam,40.799905,-73.96447,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93840556480296 40.84629071535887),1,Manhattan,112,10,72,31,13,3337,9009,Plaza,backless,12/01/2015,4140 Broadway,4140 Broadway,W. 175th Street,W. 175th Street & W. 176th Street,Manhattan,112,Not Applicable,Not Applicable,40.846299,-73.938407,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95062156488771 40.77938872877253),1,Manhattan,108,5,76,28,12,3830,175,General,backed 2,07/05/2017,1704 2nd Avenue,1704 2nd Avenue,2nd Avenue,E 88th Street & E 89th Street,Manhattan,108,Not Applicable,Not Applicable,40.779397,-73.950623,X,AREA OF MINIMAL FLOOD HAZARD,
